,Token,Distance,Model,Color,Price,Motor,Body,Structure,Insurance
140,AZAeWiG6,۱۲۶٬۰۰۰,۱۳۹۵,نقره‌ای,۳۱۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,ضربه‌خورده,۵ ماه
141,AZAeq5-B,۲۷۰٬۰۰۰,۱۳۸۹,سفید,۲۳۰٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۴ ماه
142,AZAequOv,۲۵۰٬۰۰۰,۱۳۸۴,نقره‌ای,۲۲۵٬۰۰۰٬۰۰۰ تومان,سالم,صافکاری بی‌رنگ,سالم و پلمپ,۲ ماه
143,AZAerNpt,۹۰٬۰۰۰,۱۳۹۷,بادمجانی,۳۶۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی، در ۱ ناحیه,سالم و پلمپ,۱۲ ماه
144,AZAiDh14,۱۶۰٬۰۰۰,۱۳۸۷,قهوه‌ای,۲۸۵٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی، در ۲ ناحیه,,۳ ماه
145,AZAiHD9Y,۱۴۴٬۰۰۰,۱۳۸۲,مشکی,۲۸۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۲ ماه
146,AZAiLVcU,۱۲۵٬۰۰۰,۱۳۹۵,سفید,۳۵۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۸ ماه
147,AZAiV0yL,۳۸٬۰۰۰,۱۳۹۸,سفید,۴۱۸٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۰ ماه
148,AZAiXsn0,۱۸۷٬۰۰۰,۱۳۸۷,سفید,۲۶۵٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۶ ماه
149,AZAiakdq,۴۰٬۰۰۰,۱۳۸۱,ذغالی,۱۶۰٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۶ ماه
150,AZAm2jOG,۴٬۸۰۰,۱۳۹۹,سفید,۴۶۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۲ ماه
151,AZAmjIgc,۸۸٬۰۰۰,۱۳۹۸,سفید,۳۹۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۵ ماه
152,AZAmoS2Y,۱۳۷٬۰۰۰,۱۳۹۵,سفید,۳۶۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۷ ماه
153,AZAmyarD,۱۳۰٬۰۰۰,۱۴۰۱,سفید,۵۷۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۵ ماه
154,AZAq5TH7,۶۷٬۰۰۰,۱۳۹۸,سفید,۴۰۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۱ ماه
155,AZAqDSW9,۲۲۰٬۰۰۰,۱۳۸۲,آلبالویی,۲۱۰٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۱۲ ماه
156,AZAqJqTU,۶۰٬۰۰۰,۱۴۰۰,سفید,۴۹۷٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۱ ماه
157,AZAqWwoU,۲۲۰٬۰۰۰,۱۳۸۸,نقره‌ای,۲۸۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۹ ماه
158,AZAqpmpm,۱۳٬۰۰۰,۱۴۰۰,سفید,۴۹۶٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۴ ماه
159,AZAqxucu,۳۴۲٬۰۰۰,۱۳۸۳,نقرآبی,۲۲۰٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,
160,AZAu2XSl,۲۰۰٬۰۰۰,۱۳۸۸,نوک‌مدادی,۲۷۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۶ ماه
161,AZAuAikg,۳۶۰٬۰۰۰,۱۳۸۳,مشکی,۱۹۲٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۱ ماه
162,AZAuTOBw,۱۸۰٬۰۰۰,۱۳۸۹,سفید,۲۹۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۶ ماه
163,AZAuVtm3,۲۶۰٬۰۰۰,۱۳۸۶,خاکستری,۲۵۰٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۴ ماه
164,AZAuWg3V,۹۸٬۰۰۰,۱۳۹۶,سفید صدفی,۳۸۶٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۷ ماه
165,AZAulqrt,۲۸۵٬۰۰۰,۱۳۸۶,خاکستری,۲۳۸٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,
166,AZAuoLVE,۲۱۰٬۰۰۰,۱۳۸۸,سفید,۲۷۸٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۸ ماه
167,AZAyDuOR,۲۲٬۰۰۰,۱۴۰۱,سفید,۴۸۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۷ ماه
168,AZAyJuEN,۷۷٬۰۰۰,۱۳۹۸,سفید,۴۱۵٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۷ ماه
169,AZAyVKvd,۷٬۰۰۰,۱۴۰۰,سفید,۵۰۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۵ ماه
170,AZAyqHnd,۵۳٬۰۰۰,۱۳۹۸,سفید,۴۱۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۳ ماه
171,AZAyyvin,۸۷٬۰۰۰,۱۳۹۶,سفید,۳۹۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۶ ماه
172,AZB-JyVd,۲٬۵۰۰,۱۴۰۱,سفید,۵۲۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۶ ماه
173,AZB-L2FJ,۲۲۷٬۰۰۰,۱۳۹۱,سفید,۳۵۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۲ ماه
174,AZB-WFTQ,۱۳۰٬۰۰۰,۱۳۹۵,سفید,۴۱۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۴ ماه
175,AZB-aoR_,۲۱۱٬۰۰۰,۱۳۸۲,بژ,۱۷۲٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۱۲ ماه
176,AZB22xhD,۵۷٬۰۰۰,۱۳۹۶,سفید,۳۷۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۲ ماه
177,AZB28I0B,۱۹۲٬۰۰۰,۱۳۸۷,نقره‌ای,۲۶۸٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۲ ماه
178,AZB2VOXs,۳۳۰٬۰۰۰,۱۳۸۴,خاکستری,۲۳۵٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۱۱ ماه
179,AZB2Z2gA,۲۰٬۰۰۰,۱۳۹۹,سفید,۴۸۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۰ ماه
180,AZB2_Klm,۳۱۰٬۰۰۰,۱۳۸۷,سفید صدفی,۲۰۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,
181,AZB2lT5d,۱۳۰٬۰۰۰,۱۳۹۶,سفید,۳۵۸٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۶ ماه
182,AZB6-rNm,۷٬۰۰۰,۱۳۹۹,سفید,۴۳۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۷ ماه
183,AZB6a1Qi,۲۱٬۰۰۰,۱۴۰۰,سفید,۴۵۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۳ ماه
184,AZB6frX3,۲۲۵٬۰۰۰,۱۳۸۳,نقره‌ای,۲۳۸٬۰۰۰٬۰۰۰ تومان,سالم,صافکاری بی‌رنگ,سالم و پلمپ,۹ ماه
185,AZB6rsqx,۲۲۰٬۰۰۰,۱۳۸۴,نوک‌مدادی,۱۹۵٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,
186,AZBC437p,۱۱۹٬۰۰۰,۱۳۹۵,خاکستری,۳۹۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۸ ماه
187,AZBC9ktJ,۲۸۰٬۰۰۰,۱۳۸۵,نقره‌ای,۲۲۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۲ ماه
188,AZBCteKn,۵۲٬۰۰۰,۱۳۹۹,نقره‌ای,۴۲۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۶ ماه
189,AZBGKDaH,۱۱۲٬۰۰۰,۱۳۹۴,سفید,۳۹۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,
190,AZBGO6IQ,۱۱۹٬۰۰۰,۱۳۹۶,مشکی,۳۳۵٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۸ ماه
191,AZBGZ7PH,۱۰۳٬۰۰۰,۱۳۸۹,سفید,۳۴۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۶ ماه
192,AZBKLckj,۱۴۳٬۰۰۰,۱۳۹۶,سفید,۳۴۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۲ ماه
193,AZBKO-sT,۳۰٬۰۰۰,۱۴۰۰,سفید,۴۵۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۸ ماه
194,AZBK_PM9,۶۰٬۰۰۰,۱۳۸۳,نقره‌ای,۱۸۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۱ ماه
195,AZBKe6dB,۱٬۱۱۱,۱۳۸۲,بژ,۱۹۰٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,
196,AZBKqo4Z,۷۰٬۰۰۰,۱۳۹۷,سفید,۳۵۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۱ ماه
197,AZBO43AT,۱۳۵٬۰۰۰,۱۳۹۶,آبی,۳۷۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۵ ماه
198,AZBO9XvH,۱۱۳٬۰۰۰,۱۳۹۶,سفید,۳۹۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۵ ماه
199,AZBOHwe8,۴۲٬۰۰۰,۱۴۰۰,سفید,۴۳۸٬۰۰۰٬۰۰۰ تومان,,سالم و بی‌خط و خش,,
200,AZBOLH91,۱۸۸٬۰۰۰,۱۳۹۰,سفید,۲۷۵٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۴ ماه
201,AZBOYl-d,۱۳۶٬۰۰۰,۱۳۹۴,سفید,۳۳۵٬۰۰۰٬۰۰۰ تومان,سالم,صافکاری بی‌رنگ,سالم و پلمپ,۸ ماه
202,AZBO_7qP,۲۵۰٬۰۰۰,۱۳۸۳,نقره‌ای,۲۱۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۱۲ ماه
203,AZBOan27,۲۷۵٬۰۰۰,۱۳۹۰,سفید,۲۷۵٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۹ ماه
204,AZBOr-IW,۱۰۹٬۰۰۰,۱۳۹۷,سفید,۳۹۲٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۳ ماه
205,AZBOwa0E,۶۳٬۰۰۰,۱۳۹۹,سفید,۴۱۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۶ ماه
206,AZBSqAWH,۲۳٬۰۰۰,۱۴۰۰,سفید,۴۹۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۹ ماه
207,AZBSqtKg,۹۳٬۸۰۰,۱۳۹۷,نوک‌مدادی,۱٬۱۱۱٬۱۱۱٬۱۱۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۷ ماه
208,AZBW-azU,۳۲۰٬۰۰۰,۱۳۸۳,خاکستری,۲۰۳٬۰۰۰٬۰۰۰ تومان,سالم,تصادفی,سالم و پلمپ,۱۰ ماه
209,AZBWF2Zr,۱۳۰٬۰۰۰,۱۳۹۶,سفید,۳۵۵٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۶ ماه
210,AZBWK-Im,۲۸۰٬۰۰۰,۱۳۸۸,مسی,۲۳۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,
211,AZBWMFhR,۱۷۰٬۰۰۰,۱۳۹۰,سفید,۳۰۵٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۵ ماه
212,AZBWbLwz,۲۶۰٬۰۰۰,۱۳۸۳,خاکستری,۲۲۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۱۰ ماه
213,AZBWc6zV,۳۳٬۰۰۰,۱۴۰۰,سفید,۴۴۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱ ماه
214,AZBWfDUA,۱۰۵٬۰۰۰,۱۳۹۶,سفید,۳۵۰٬۰۰۰٬۰۰۰ تومان,سالم,صافکاری بی‌رنگ,سالم و پلمپ,۳ ماه
215,AZBWn6Pd,۸۰٬۰۰۰,۱۳۸۹,سفید,۳۳۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۱۲ ماه
216,AZBWp-ae,۱۶۰٬۰۰۰,۱۳۹۰,سفید,۳۰۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۷ ماه
217,AZBWsqeG,۳۱۰٬۶۴۲,۱۳۸۶,نقره‌ای,۲۱۵٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۲ ماه
218,AZBa4LoV,۲۳۵٬۰۰۰,۱۳۸۹,سفید,۲۸۵٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۹ ماه
219,AZBa4N6F,۵۶٬۰۰۰,۱۳۹۹,خاکستری,۴۳۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۶ ماه
220,AZBa5lHH,۴۰٬۰۰۰,۱۳۹۹,آبی,۴۹۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۷ ماه
221,AZBanBS3,۵۰۰٬۰۰۰,۱۳۸۲,نقره‌ای,۱۸۵٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۴ ماه
222,AZBeN6_2,۱۹۲٬۰۰۰,۱۳۸۱,مشکی,۲۰۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۹ ماه
223,AZBeYbeF,۶۶٬۰۰۰,۱۳۹۶,سفید,۳۸۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۶ ماه
224,AZBedQCE,۹۷٬۰۰۰,۱۳۹۶,سفید,۳۵۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۹ ماه
225,AZBeqkCK,۲۵۰٬۰۰۰,۱۳۸۵,خاکستری,۲۳۳٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۶ ماه
226,AZBerPXY,۲۶٬۰۰۰,۱۳۹۹,سفید,۴۳۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۵ ماه
227,AZBi7Tzp,۱۰۹٬۰۰۰,۱۳۹۶,سفید,۳۵۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۰ ماه
228,AZBiI3Va,۲۶۰٬۰۰۰,۱۳۸۸,خاکستری,۲۶۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۷ ماه
229,AZBiLK9B,۳۰۰٬۰۰۰,۱۳۸۴,خاکستری,۲۲۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۹ ماه
230,AZBiYHIC,۱۸۹٬۰۰۰,۱۳۹۱,سفید,۳۰۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۹ ماه
231,AZBic6SE,۲۲۳٬۰۰۰,۱۳۸۸,سفید,۲۴۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۶ ماه
232,AZBmN_cT,۳۹٬۰۰۰,۱۴۰۰,سفید,۴۴۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۰ ماه
233,AZBmaH53,۲۷٬۰۰۰,۱۳۹۸,سفید,۳۸۵٬۰۰۰٬۰۰۰ تومان,سالم,صافکاری بی‌رنگ,سالم و پلمپ,۸ ماه
234,AZBqYR7T,۱۲۰٬۰۰۰,۱۳۹۶,سفید,۳۶۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۶ ماه
235,AZBqZ5K3,۵۷٬۰۰۰,۱۴۰۰,سفید,۲۵۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۴ ماه
236,AZBqnAsF,۴۷٬۰۰۰,۱۳۹۹,سفید,۴۳۰٬۰۰۰٬۰۰۰ تومان,,سالم و بی‌خط و خش,سالم و پلمپ,
237,AZBqqZz8,۶٬۰۰۰,۱۴۰۱,سفید,۵۲۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۰ ماه
238,AZBqtgPK,۴۴٬۰۰۰,۱۳۹۹,سفید,۴۶۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۷ ماه
239,AZBu6S18,۳۱٬۰۰۰,۱۴۰۰,سفید,۳۹۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۷ ماه
240,AZBuLZDO,۹۰٬۰۰۰,۱۳۹۰,سفید,۳۱۲٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,
241,AZBuO42M,۱۲۰٬۰۰۰,۱۳۹۶,سفید,۳۴۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۱۱ ماه
242,AZBurzG0,۳۵۰٬۰۰۰,۱۳۸۲,یشمی,۱۸۰٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۳ ماه
243,AZBy9q6c,۴۰۰٬۰۰۰,۱۳۸۲,نقره‌ای,۱۹۲٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۹ ماه
244,AZByN20G,۴۸٬۵۰۰,۱۳۹۸,سفید,۴۱۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۳ ماه
245,AZBy_V-i,۴۴٬۰۰۰,۱۳۹۸,سفید,۳۸۹٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۲ ماه
246,AZBycTI2,۱۹۵٬۰۰۰,۱۳۸۹,خاکستری,۲۸۵٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۷ ماه
247,AZBynTT-,۱۳۰٬۰۰۰,۱۳۹۷,سفید,۴۲۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۰ ماه
248,AZByoM1F,۳۰٬۰۰۰,۱۳۹۱,مشکی,۳۳۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۸ ماه
249,AZByss5v,۳۸٬۰۰۰,۱۴۰۰,سفید,۴۴۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,
250,AZBytVQ6,۲۲۸٬۰۰۰,۱۳۹۱,سفید,۲۹۵٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۴ ماه
251,AZC-DSOr,۱۲٬۰۰۰,۱۴۰۱,سفید,۵۰۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۲ ماه
252,AZC-QJyW,۳۹٬۰۰۰,۱۳۹۸,سفید,۴۶۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱ ماه
253,AZC-ywWN,۲۰۰٬۰۰۰,۱۳۸۲,نوک‌مدادی,۲۰۸٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۰ ماه
254,AZC2AnTw,۱۹٬۰۰۰,۱۴۰۰,سفید,۴۶۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۴ ماه
255,AZC2O0yH,۳۵۰٬۰۰۰,۱۳۸۳,نقره‌ای,۲۱۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۱۰ ماه
256,AZC2cj0o,۶٬۰۰۰,۱۳۸۲,مشکی,۱۹۵٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۹ ماه
257,AZCC8hoU,۲۴۰٬۰۰۰,۱۳۸۴,نوک‌مدادی,۲۹۵٬۰۰۰٬۰۰۰ تومان,سالم,صافکاری بی‌رنگ,سالم و پلمپ,۴ ماه
258,AZCCNbzq,۳۰۰٬۰۰۰,۱۳۸۱,سفید,۱۱٬۱۱۱٬۱۱۱ تومان,سالم,تمام‌رنگ,,
259,AZCCNq6j,۱۸۱٬۰۰۰,۱۳۹۰,سفید,۲۴۵٬۰۰۰٬۰۰۰ تومان,سالم,دوررنگ,سالم و پلمپ,۱۲ ماه
260,AZCCP7jf,۱۴۰٬۰۰۰,۱۳۹۵,سفید,۳۴۰٬۰۰۰٬۰۰۰ تومان,سالم,صافکاری بی‌رنگ,سالم و پلمپ,۱ ماه
261,AZCCtvZk,۳۰۰٬۰۰۰,۱۳۸۶,نقره‌ای,۱۹۲٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۶ ماه
262,AZCGYpdx,۵۰٬۰۰۰,۱۳۹۷,سفید,۴۰۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۲ ماه
263,AZCGffaW,۸۳٬۰۰۰,۱۳۹۸,مشکی,۳۳۵٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۱۱ ماه
264,AZCK-gQ5,۱۰۵٬۰۰۰,۱۳۹۶,سفید,۳۸۶٬۰۰۰٬۰۰۰ تومان,سالم,صافکاری بی‌رنگ,سالم و پلمپ,۹ ماه
265,AZCKQplg,۱۹۳٬۰۰۰,۱۳۸۳,بژ,۲۲۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۶ ماه
266,AZCKedHL,۲۷۸٬۰۰۰,۱۳۸۹,سفید,۲۸۵٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۵ ماه
267,AZCKs38w,۹۸٬۰۰۰,۱۳۸۸,خاکستری,۳۶۵٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۶ ماه
268,AZCOO6f_,۳۲۰٬۰۰۰,۱۳۸۹,سفید,۲۷۷٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۱۱ ماه
269,AZCOOfgu,۴۶۲٬۰۰۰,۱۳۸۲,بژ,۱۸۰٬۰۰۰٬۰۰۰ تومان,سالم,تمام‌رنگ,سالم و پلمپ,۶ ماه
270,AZCO_Vn9,۲۹٬۰۰۰,۱۳۹۶,قرمز,۴۳۰٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۴ ماه
271,AZCOdBkl,۸۰٬۰۰۰,۱۳۹۸,سفید,۱۱۱٬۱۱۱٬۱۱۱ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,
272,AZCOsSiE,۲۳۰٬۰۰۰,۱۳۸۵,خاکستری,۲۳۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۱ ماه
273,AZCSOp3x,۱۹۶٬۰۰۰,۱۳۸۳,بژ,۲۲۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۱۲ ماه
274,AZCSvftQ,۷۵٬۰۰۰,۱۳۹۷,سفید,۳۵۰٬۰۰۰٬۰۰۰ تومان,سالم,رنگ‌شدگی,سالم و پلمپ,۵ ماه
275,AZCWrKZk,۲۱۱٬۰۰۰,۱۳۸۸,سفید صدفی,۲۹۹٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۹ ماه
276,AZCWvYUq,۹۲٬۰۰۰,۱۳۹۸,سفید,۴۱۰٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۸ ماه
277,AZCa-Gu-,۳۳٬۰۰۰,۱۳۹۹,سفید,۴۳۵٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۸ ماه
278,AZCaP6Sx,۲۶٬۵۰۰,۱۳۸۹,نوک‌مدادی,۲۷۸٬۰۰۰٬۰۰۰ تومان,سالم,سالم و بی‌خط و خش,سالم و پلمپ,۴ ماه
279,AZCaSeUK,۳۷۰٬۰۰۰,۱۳۸۱,سفید,۲۱۰٬۰۰۰٬۰۰۰ تومان,سالم,صافکاری بی‌رنگ,سالم و پلمپ,۳ ماه
280,AZCaT8Yl,۴۷۹٬۵۲۲,۱۳۸۵,نوک‌مدادی,۲۲۶٬۰۰۰٬۰۰۰ تومان,سالم,خط و خش جزیی,سالم و پلمپ,۱۲ ماه
